objID,name,ra,dec,z,type
1.25532e+17,SDSS J121434.22+143641.3,183.642598,14.61148,1.01,Q
1.4145e+17,SDSS J011428.00+275238.1,18.616702,27.877267,0.9,Q
1.28701e+17,SDSS J095933.62+171513.7,149.890138,17.253819,0.37,Q
1.1614e+17,SDSS J001957.59+064718.7,4.989966,6.788534,0.93,Q
1.54003e+17,SDSS J170224.06+381958.7,255.600258,38.332969,1.61,Q
1.33442e+17,SDSS J103304.86+211216.1,158.270298,21.20451,0.31,Q
1.13091e+17,SDSS J085554.19+041455.4,133.975802,4.248752,0.54,Q
1.61261e+17,SDSS J075633.22+442327.0,119.138421,44.390844,0.46,Q
1.1945e+17,SDSS J010345.13+093252.5,15.938073,9.547936,0.78,Q
1.0531e+17,SDSS J020515.82-021407.8,31.315918,-2.235527,0.43,A
1.54783e+17,SDSS J164559.60+385902.3,251.498369,38.983976,0.73,Q
1.48692e+17,SDSS J103214.31+335445.0,158.059652,33.912513,0.93,Q
1.25453e+17,SDSS J222159.89+143255.9,335.49952,14.548863,0.7,Q
1.37814e+17,SDSS J234233.85+245048.6,355.641062,24.846837,0.38,Q
1.85932e+17,SDSS J101146.62+645647.7,152.944264,64.946612,1.81,Q
1.3089e+17,SDSS J002539.46+190450.1,6.414465,19.080595,0.49,A
1.12062e+17,SDSS J153916.24+032322.0,234.817669,3.389479,0.35,QX
1.26413e+17,SDSS J225703.27+152033.1,344.263649,15.342546,0.67,Q
1.43022e+17,SDSS J140750.32+291126.9,211.959677,29.1908,2.21,Q
1.4823e+17,SDSS J000014.63+333128.6,0.060997,33.524631,1.64,Q
1.17062e+17,SDSS J105350.59+073306.3,163.460804,7.551737,0.76,Q
1.53482e+17,SDSS J152753.06+375410.5,231.971067,37.902946,1.24,QX
1.33952e+17,SDSS J115024.00+213748.3,177.600022,21.630113,0.68,Q
1.0461e+17,SDSS J023701.04-024910.2,39.254345,-2.81951,0.45,Q
1.21833e+17,SDSS J220624.01+113142.1,331.600063,11.528367,0.4,Q
1.68512e+17,SDSS J151456.90+502540.7,228.737111,50.427956,0.98,Q
1.50621e+17,SDSS J083133.32+353109.0,127.888866,35.519158,2.48,Q
1.65102e+17,SDSS J145201.24+473510.4,223.005189,47.586246,0.79,Q
1.4309e+17,SDSS J015744.15+291436.4,29.43403,29.243446,0.84,Q
1.43782e+17,SDSS J110026.52+294924.7,165.110501,29.823495,1.35,Q
1.08123e+17,SDSS J214022.63+000605.2,325.094323,0.101461,0.52,Q
1.20661e+17,SDSS J095653.94+103320.8,149.224783,10.555768,0.62,Q
1.60271e+17,SDSS J083537.83+433343.8,128.907647,43.562131,1.3,Q
1.59532e+17,SDSS J140916.16+425645.8,212.317316,42.946067,1.45,Q
1.50912e+17,SDSS J105937.70+354532.8,164.907121,35.759089,0.07,N
1.47023e+17,SDSS J165454.56+323121.9,253.727329,32.522756,0.3,A
1.0499e+17,SDSS J013434.47-023029.5,23.643646,-2.508189,0.52,Q
1.1592e+17,SDSS J020619.67+063606.0,31.582008,6.601662,0.52,Q
1.81692e+17,SDSS J103158.88+612431.6,157.995356,61.408788,0.43,QX
1.65741e+17,SDSS J085100.57+480719.8,132.752419,48.122155,0.75,Q
1.23081e+17,SDSS J091423.22+123423.6,138.596792,12.573219,0.77,Q
1.67342e+17,SDSS J125256.98+492716.4,193.237426,49.45454,0.58,Q
1.00994e+17,SDSS J235653.05-055011.4,359.22104,-5.836488,0.73,Q
1.17864e+17,SDSS J235847.64+081307.6,359.698509,8.218771,0.62,Q
1.63492e+17,SDSS J150344.10+461446.6,225.933738,46.246315,0.63,Q
1.24992e+17,SDSS J144542.00+140931.1,221.424999,14.158654,0.68,Q
1.17782e+17,SDSS J160219.98+080920.9,240.583269,8.15582,1.0,Q
9.92502e+16,SDSS J010545.82-071707.4,16.44093,-7.285399,0.88,Q
1.42634e+17,SDSS J235300.75+285131.8,358.253142,28.858859,0.87,QX
1.39041e+17,SDSS J085704.92+255222.3,134.270527,25.872859,2.44,Q
1.50442e+17,SDSS J110927.18+352214.0,167.363283,35.370563,1.61,Q
1.30022e+17,SDSS J124620.90+182123.8,191.587118,18.356625,0.26,AX
1.34692e+17,SDSS J162722.62+221452.3,246.844257,22.247863,0.27,Q
1.31123e+17,SDSS J220503.55+191600.1,331.26479,19.266687,0.76,Q
1.69502e+17,SDSS J154857.98+511502.1,237.241641,51.250578,0.56,Q
1.1559e+17,SDSS J010037.28+061946.2,15.155339,6.329516,0.48,A
1.63322e+17,SDSS J113635.58+460613.9,174.148278,46.103875,0.4,A
1.61802e+17,SDSS J153350.45+445019.2,233.46021,44.838691,0.6,Q
1.32452e+17,SDSS J163108.53+202247.7,247.785556,20.379963,0.81,QRX
1.59192e+17,SDSS J124836.71+423928.9,192.153015,42.658034,0.77,Q
1.56301e+17,SDSS J081017.24+401514.8,122.571847,40.25412,0.6,Q
1.75442e+17,SDSS J153753.73+561210.6,234.473877,56.202971,1.89,Q
1.59532e+17,SDSS J120743.80+425641.8,181.932525,42.94497,0.46,AX
1.62201e+17,SDSS J091644.29+451028.0,139.184541,45.17447,0.86,Q
1.39172e+17,SDSS J104539.01+255830.2,161.412582,25.975053,0.55,Q
1.15032e+17,SDSS J154256.12+055133.6,235.733874,5.859364,2.42,Q
9.93104e+16,SDSS J024703.24-071421.6,41.763541,-7.239347,0.33,Q
1.42002e+17,SDSS J114831.41+282028.1,177.130888,28.34113,0.28,AX
1.2038e+17,SDSS J015344.69+101918.6,28.43621,10.321877,0.57,Q
1.30294e+17,SDSS J232133.58+183450.0,350.389903,18.580565,0.61,Q
1.24124e+17,SDSS J234224.93+132603.1,355.60395,13.434203,0.73,Q
1.35082e+17,SDSS J113505.21+223408.4,173.771717,22.569039,0.46,Q
1.44511e+17,SDSS J082048.49+302552.3,125.202061,30.431183,0.45,A
1.84402e+17,SDSS J132008.85+634005.6,200.036875,63.668214,1.01,Q
1.69582e+17,SDSS J125646.57+511859.0,194.194071,51.31641,0.78,Q
1.42722e+17,SDSS J141036.11+285623.3,212.650461,28.939817,0.72,Q
1.16084e+17,SDSS J232812.46+064414.3,352.05193,6.737305,0.71,Q
1.22551e+17,SDSS J084001.21+120757.9,130.005092,12.132778,0.73,Q
1.4664e+17,SDSS J004000.44+321210.9,10.001851,32.203046,0.62,Q
1.45042e+17,SDSS J113322.25+305219.3,173.342752,30.872017,1.01,Q
1.58072e+17,SDSS J162155.44+414337.8,245.481026,41.727202,2.53,Q
1.58361e+17,SDSS J094327.97+415818.8,145.866578,41.971894,0.94,Q
1.4358e+17,SDSS J021103.71+293919.7,32.765496,29.655501,3.07,Q
1.70781e+17,SDSS J092724.68+521923.7,141.852842,52.323291,0.6,Q
1.74682e+17,SDSS J141504.72+553425.3,213.769696,55.573722,1.59,Q
1.62652e+17,SDSS J140912.31+453244.5,212.301283,45.545685,0.4,Q
1.74632e+17,SDSS J121610.70+553153.4,184.04462,55.53151,0.86,Q
1.70702e+17,SDSS J155620.24+521520.0,239.084345,52.255562,0.22,ARX
1.4353e+17,SDSS J002709.13+293637.1,6.788033,29.610361,0.46,A
1.30842e+17,SDSS J133708.05+190227.3,204.283567,19.040924,0.63,Q
1.52202e+17,SDSS J141402.58+365005.7,213.510794,36.83496,0.43,Q
1.27891e+17,SDSS J074900.61+163451.1,117.252541,16.580862,1.01,Q
1.0181e+17,SDSS J020246.57-050927.6,30.694059,-5.157675,0.86,QX
1.27382e+17,SDSS J121958.86+160910.6,184.995271,16.152931,2.17,Q
1.59413e+17,SDSS J164630.23+425034.6,251.62596,42.842962,0.76,Q
1.75241e+17,SDSS J095833.95+560224.4,149.641438,56.040101,0.21,ARX
1.14662e+17,SDSS J121903.69+053317.8,184.765387,5.554954,0.83,Q
1.33821e+17,SDSS J081147.55+213103.1,122.948154,21.517575,1.43,Q
1.11762e+17,SDSS J145212.96+030806.2,223.054018,3.135066,0.65,QX
1.79172e+17,SDSS J135515.71+591841.9,208.815491,59.311638,2.62,Q
1.60051e+17,SDSS J075452.78+432254.4,118.719957,43.381798,1.51,Q
1.14642e+17,SDSS J103005.97+053220.9,157.524918,5.539134,0.82,QX
1.4048e+17,SDSS J010029.82+270418.4,15.124292,27.071796,0.24,QX
1.31261e+17,SDSS J074413.19+192328.2,116.054969,19.391175,2.0,Q
1.74532e+17,SDSS J120220.27+552639.2,180.584501,55.444246,0.42,QX
1.16052e+17,SDSS J161543.69+064244.7,243.932079,6.712425,0.34,Q
1.65802e+17,SDSS J110451.58+481009.3,166.21501,48.169257,1.64,Q
1.68352e+17,SDSS J114821.97+501734.8,177.091556,50.293036,1.07,Q
1.43422e+17,SDSS J112037.18+293121.9,170.154959,29.522693,0.64,Q
1.52762e+17,SDSS J141412.30+371803.1,213.551247,37.30087,0.92,Q
1.48451e+17,SDSS J075516.28+334257.8,118.817862,33.716057,0.88,Q
1.59642e+17,SDSS J135844.07+430203.1,209.68362,43.034172,0.28,Q
1.33522e+17,SDSS J132631.24+211608.0,201.630162,21.268907,0.85,Q
1.44903e+17,SDSS J222548.40+304500.5,336.451671,30.750137,0.77,Q
1.42842e+17,SDSS J122421.50+290216.9,186.089621,29.038034,0.55,Q
1.55542e+17,SDSS J135511.04+393711.3,208.796011,39.619794,0.6,Q
1.0386e+17,SDSS J011001.43-032646.0,17.505992,-3.446124,0.63,Q
1.06361e+17,SDSS J094756.21-012154.5,146.984224,-1.36517,0.72,Q
1.40871e+17,SDSS J090612.23+272347.6,136.550972,27.396575,0.92,Q
1.31174e+17,SDSS J235551.00+191854.6,358.962554,19.315185,0.62,Q
1.29731e+17,SDSS J085931.76+180631.1,134.882357,18.108641,1.79,Q
1.70522e+17,SDSS J154805.12+520627.2,237.021374,52.10756,0.61,QX
1.49681e+17,SDSS J095519.20+344411.4,148.830003,34.736503,1.55,Q
1.29853e+17,SDSS J224734.40+181247.4,341.893343,18.213155,1.28,Q
1.4209e+17,SDSS J003453.53+282444.2,8.723052,28.412283,0.75,Q
1.55482e+17,SDSS J154717.76+393419.7,236.824023,39.572146,1.44,Q
1.75852e+17,SDSS J154132.48+563238.5,235.385352,56.544049,1.78,Q
1.55991e+17,SDSS J074247.42+395936.8,115.697599,39.993578,0.64,Q
1.42441e+17,SDSS J083929.89+284224.1,129.874543,28.706723,0.38,Q
1.81532e+17,SDSS J153705.04+611638.1,234.27104,61.277264,0.9,Q
1.10952e+17,SDSS J105651.85+022743.7,164.216041,2.462113,2.35,Q
1.2144e+17,SDSS J000327.35+111210.3,0.863969,11.202865,1.03,Q
1.3962e+17,SDSS J020452.18+262102.4,31.217457,26.350657,0.53,Q
1.57902e+17,SDSS J142932.27+413524.9,217.384494,41.590253,0.27,AX
1.33621e+17,SDSS J093044.08+212108.0,142.68369,21.352243,1.67,QR
1.50662e+17,SDSS J132319.29+353317.7,200.830374,35.554909,0.99,QX
1.1134e+17,SDSS J004750.91+024723.1,11.962178,2.789768,0.36,Q
1.08353e+17,SDSS J214948.45+001741.1,327.451899,0.294762,2.35,Q
1.24001e+17,SDSS J075232.68+132009.6,118.136165,13.336019,0.83,Q
1.1557e+17,SDSS J001837.81+061845.7,4.657568,6.312721,2.66,Q
1.30572e+17,SDSS J124347.49+184856.6,190.947881,18.815728,0.22,QX
1.49921e+17,SDSS J091311.01+345626.1,138.295889,34.940593,0.49,NX
1.73432e+17,SDSS J134112.50+543138.0,205.302068,54.527249,0.37,A
1.78871e+17,SDSS J091044.47+590330.1,137.685354,59.058364,0.78,Q
1.35762e+17,SDSS J163352.42+230816.2,248.468435,23.137852,3.23,Q
1.36943e+17,SDSS J170114.41+240719.9,255.310069,24.122184,0.39,Q
1.81612e+17,SDSS J142055.02+612038.0,215.229259,61.343877,0.83,Q
1.08353e+17,SDSS J224302.18+001756.9,340.7591,0.299142,1.19,Q
1.69822e+17,SDSS J142210.60+513104.5,215.54423,51.517926,0.88,Q
1.69811e+17,SDSS J083634.59+513033.8,129.144132,51.509397,1.14,Q
1.06123e+17,SDSS J214752.82-013333.4,326.970098,-1.559283,0.68,Q
1.4115e+17,SDSS J015254.76+273747.8,28.228203,27.629959,1.43,QR
1.31192e+17,SDSS J143816.78+191955.5,219.569932,19.332092,0.31,Q
1.16152e+17,SDSS J141704.04+064741.8,214.266875,6.794972,0.6,QX
1.51512e+17,SDSS J111935.13+361545.6,169.896416,36.262696,0.67,QR
1.73682e+17,SDSS J143443.89+544426.4,218.682908,54.740689,0.8,Q
1.0662e+17,SDSS J003712.58-010833.0,9.302411,-1.142518,1.65,QX
1.55832e+17,SDSS J110051.16+395133.2,165.213201,39.859255,0.36,A
1.14012e+17,SDSS J155945.15+050037.7,239.938163,5.010506,2.71,Q
1.42614e+17,SDSS J234429.46+285034.6,356.122782,28.842971,0.86,Q
1.15141e+17,SDSS J094334.68+055703.7,145.894501,5.95104,0.34,Q
1.26932e+17,SDSS J104806.88+154632.8,162.028689,15.775789,0.51,Q
1.65842e+17,SDSS J101724.55+481226.7,154.352348,48.207429,1.19,Q
1.64941e+17,SDSS J094507.48+472725.3,146.281162,47.457044,0.39,Q
1.38284e+17,SDSS J233710.64+251425.5,354.294374,25.240465,0.48,A
1.70112e+17,SDSS J114852.69+514542.0,177.219553,51.761641,0.87,QX
1.1167e+17,SDSS J023452.69+030334.1,38.719551,3.059463,2.1,Q
1.12462e+17,SDSS J101552.15+034305.1,153.967297,3.718092,0.62,Q
1.66733e+17,SDSS J170045.09+485638.7,255.18791,48.944076,0.79,Q
1.35594e+17,SDSS J233254.45+225935.5,353.226911,22.99318,2.79,Q
1.41463e+17,SDSS J172233.52+275319.9,260.639678,27.888867,2.24,Q
1.37811e+17,SDSS J082009.79+245049.9,125.040794,24.8472,1.83,Q
1.36673e+17,SDSS J222111.71+235332.5,335.298798,23.892371,2.18,Q
1.3373e+17,SDSS J015424.21+212646.2,28.600859,21.446214,0.77,Q
1.66582e+17,SDSS J153831.41+484859.5,234.630901,48.816547,0.69,Q
1.58652e+17,SDSS J100145.17+421256.8,150.438247,42.21577,0.36,QRX
1.29451e+17,SDSS J080612.58+175258.3,121.552424,17.88288,0.37,A
1.57772e+17,SDSS J154004.38+412841.3,235.018281,41.478126,0.43,Q
1.33983e+17,SDSS J220454.49+213902.3,331.227035,21.650654,0.55,Q
1.65782e+17,SDSS J144130.68+480911.7,220.377842,48.153249,0.79,Q
1.51772e+17,SDSS J111131.75+362844.7,167.882338,36.479096,0.42,Q
1.76692e+17,SDSS J153707.59+571437.2,234.281678,57.243686,0.74,Q
1.23962e+17,SDSS J161302.51+131818.9,243.26047,13.305279,0.36,Q
1.40241e+17,SDSS J073242.54+265206.5,113.177261,26.868478,0.68,Q
1.2033e+17,SDSS J001315.37+101651.4,3.314074,10.280959,0.74,Q
1.59202e+17,SDSS J100621.57+424009.6,151.589902,42.669355,0.25,A
1.49092e+17,SDSS J111839.83+341430.2,169.666,34.24174,0.22,QX
1.29714e+17,SDSS J235121.55+180529.0,357.839826,18.091393,0.63,Q
1.40021e+17,SDSS J083852.91+264120.8,129.720469,26.689138,0.29,A
1.41371e+17,SDSS J075825.98+274847.6,119.608278,27.813217,1.08,Q
1.86192e+17,SDSS J115154.89+650933.2,177.978728,65.159262,0.28,A
1.65492e+17,SDSS J161233.24+475450.2,243.13853,47.913981,0.88,Q
1.63682e+17,SDSS J142101.58+462418.2,215.256583,46.405078,2.64,Q
1.51372e+17,SDSS J162324.39+360847.8,245.851654,36.146612,0.76,Q
1.0852e+17,SDSS J015601.69+002559.6,29.007047,0.433249,0.64,AX
1.60822e+17,SDSS J100920.25+440112.3,152.334433,44.020071,0.59,Q
1.70042e+17,SDSS J115656.47+514205.9,179.23531,51.701664,2.96,Q
1.81712e+17,SDSS J123148.46+612534.1,187.951923,61.426166,1.22,QX
1.45521e+17,SDSS J074320.20+311559.5,115.834166,31.26655,1.01,Q
1.49162e+17,SDSS J145403.37+341809.9,223.514057,34.302739,0.61,QR2
1.45142e+17,SDSS J124609.81+305725.9,191.540873,30.957191,0.51,QX
1.44432e+17,SDSS J111708.03+302143.3,169.283493,30.362045,0.94,Q
1.61802e+17,SDSS J111606.76+445019.6,169.02818,44.838802,0.29,A
1.48331e+17,SDSS J092914.75+333636.2,142.311524,33.610073,0.73,Q
1.05481e+17,SDSS J091631.06-020538.4,139.129446,-2.094023,0.47,A
1.19432e+17,SDSS J135738.05+093145.3,209.408543,9.529271,0.6,Q
1.47483e+17,SDSS J230945.19+325422.4,347.438306,32.906256,0.62,Q
1.70761e+17,SDSS J085551.76+521813.2,133.96563,52.303699,2.01,Q
1.15011e+17,SDSS J081109.32+055054.0,122.788859,5.848362,0.49,A
1.50542e+17,SDSS J121232.86+352700.2,183.13694,35.450083,1.52,Q
1.21112e+17,SDSS J135720.88+105532.8,209.337019,10.925778,0.39,AX
1.5588e+17,SDSS J012657.36+395422.3,21.739006,39.906196,0.11,AX
1.52382e+17,SDSS J104139.66+365925.6,160.415228,36.990483,0.81,QR
1.4093e+17,SDSS J010022.45+272644.7,15.093575,27.445792,0.62,Q
1.27162e+17,SDSS J145513.46+155813.5,223.806084,15.970406,0.75,Q
1.1656e+17,SDSS J002538.02+070815.2,6.408406,7.137571,0.39,A
1.65862e+17,SDSS J143135.31+481322.3,217.897163,48.222875,0.24,AX
1.85032e+17,SDSS J133424.96+641147.2,203.603969,64.196447,3.13,Q
1.31722e+17,SDSS J124111.43+194604.2,190.297637,19.767861,0.76,Q
1.68252e+17,SDSS J122839.41+501244.3,187.164232,50.212298,2.23,Q
1.63682e+17,SDSS J124356.65+462414.0,190.9861,46.403915,0.59,Q
1.54463e+17,SDSS J170041.17+384314.0,255.171545,38.720551,0.93,Q
1.4139e+17,SDSS J014006.59+274954.0,25.027452,27.831656,0.54,Q
1.2458e+17,SDSS J001510.61+134910.2,3.794223,13.819528,3.21,Q
1.79801e+17,SDSS J084506.15+595021.2,131.275626,59.839236,0.21,A
1.49681e+17,SDSS J084105.44+344401.6,130.272682,34.733821,1.37,Q
1.37392e+17,SDSS J152222.90+242951.0,230.595466,24.497517,0.67,Q
1.46042e+17,SDSS J101313.26+314209.9,153.305285,31.702761,0.97,Q
1.61252e+17,SDSS J120341.94+442241.3,180.92478,44.378165,1.08,QX
1.45371e+17,SDSS J073432.60+310828.6,113.635838,31.141282,1.09,Q
1.68291e+17,SDSS J074603.89+501456.8,116.516232,50.249139,1.0,Q2
1.09523e+17,SDSS J224614.67+011606.3,341.561101,1.268461,0.64,Q
1.09994e+17,SDSS J234857.94+013950.3,357.241458,1.663987,1.32,Q
1.30951e+17,SDSS J093358.34+190742.8,143.493091,19.128558,0.41,AX
1.49781e+17,SDSS J074612.12+344906.1,116.550539,34.818381,1.65,Q
9.49535e+16,SDSS J233123.39-105213.7,352.847458,-10.870498,0.61,Q
1.4487e+17,SDSS J003145.06+304334.6,7.937806,30.726298,0.66,Q
1.20162e+17,SDSS J112033.57+100817.2,170.139911,10.138113,0.2,QX
1.69742e+17,SDSS J113837.52+512658.4,174.656361,51.449584,0.79,Q
1.08691e+17,SDSS J032743.14+003450.1,51.929779,0.580576,0.38,Q
1.10863e+17,SDSS J230840.53+022300.1,347.168864,2.383356,0.63,Q
1.1172e+17,SDSS J023635.11+030617.9,39.146273,3.104972,0.73,Q
1.42191e+17,SDSS J080119.75+282935.6,120.332287,28.493216,0.85,Q
1.42541e+17,SDSS J082951.27+284710.1,127.463644,28.786153,1.53,Q
1.37292e+17,SDSS J102504.50+242436.0,156.268759,24.410028,0.75,Q
1.16342e+17,SDSS J130103.50+065711.7,195.264609,6.953263,0.23,Q
1.36591e+17,SDSS J083333.66+234943.5,128.39027,23.828776,0.42,QX
1.37951e+17,SDSS J091156.53+245751.0,137.985584,24.964166,0.27,QX
1.58512e+17,SDSS J120405.98+420533.2,181.02495,42.092572,0.86,Q
1.37662e+17,SDSS J143043.60+244321.9,217.681686,24.722792,0.63,QX
1.47441e+17,SDSS J084853.13+325222.5,132.221389,32.872945,1.01,Q
1.27052e+17,SDSS J142923.35+155253.3,217.347298,15.881486,0.62,QX
1.0962e+17,SDSS J013408.20+012108.2,23.534185,1.352279,0.87,Q
1.09e+17,SDSS J003646.73+004958.9,9.194729,0.833041,1.69,Q
1.60342e+17,SDSS J121723.21+433719.4,184.346718,43.622085,0.69,Q
1.13741e+17,SDSS J085513.85+044703.7,133.807721,4.784383,0.32,A
1.30282e+17,SDSS J145722.89+183404.3,224.345393,18.567905,0.66,Q
1.61262e+17,SDSS J162054.43+442258.1,245.226789,44.382814,0.54,Q
1.39813e+17,SDSS J223500.74+263044.1,338.75309,26.512266,0.44,Q
1.26022e+17,SDSS J113251.53+150127.4,173.214729,15.024276,0.68,QR
1.46301e+17,SDSS J092116.40+315525.9,140.318381,31.923858,2.57,Q
1.16662e+17,SDSS J112042.46+071311.4,170.176962,7.219845,0.28,AX
1.72122e+17,SDSS J153850.89+532618.5,234.712052,53.438481,0.43,A
1.68712e+17,SDSS J153457.41+503553.3,233.739217,50.598133,1.29,Q
1.05883e+17,SDSS J212756.24-014549.6,321.984342,-1.763788,1.02,Q
1.52771e+17,SDSS J085515.72+371856.1,133.815526,37.315604,0.45,AX
1.10904e+17,SDSS J235834.68+022500.7,359.644507,2.416874,0.48,Q
1.12182e+17,SDSS J153501.68+032906.6,233.757021,3.485204,2.72,Q
1.34902e+17,SDSS J132836.06+222501.3,202.150253,22.417049,0.28,Q
1.4478e+17,SDSS J002711.44+303914.1,6.797673,30.653964,1.79,Q
1.237e+17,SDSS J004126.37+130505.7,10.359917,13.08496,0.66,QR
1.78382e+17,SDSS J102126.71+583909.7,155.361325,58.652704,0.57,Q
1.0235e+17,SDSS J004853.06-044203.0,12.221114,-4.700834,0.89,Q
1.25142e+17,SDSS J161820.40+141721.5,244.58503,14.289305,0.45,Q
1.44231e+17,SDSS J085856.24+301139.5,134.734361,30.194319,2.19,Q
1.72921e+17,SDSS J080016.52+540618.7,120.068864,54.105187,0.61,Q
1.21352e+17,SDSS J135158.47+110750.3,207.993666,11.130663,0.68,Q
1.33684e+17,SDSS J232740.78+212422.1,351.919927,21.406144,0.77,Q
1.0297e+17,SDSS J023613.71-041113.3,39.057162,-4.187042,0.99,QX
1.71941e+17,SDSS J090831.83+531658.4,137.132646,53.282883,2.43,Q
1.46971e+17,SDSS J093229.47+322852.9,143.122847,32.481383,1.25,Q
1.25362e+17,SDSS J125853.13+142813.1,194.72139,14.470314,0.66,Q
1.37442e+17,SDSS J101417.60+243207.0,153.57332,24.535271,0.65,Q
1.11933e+17,SDSS J215914.19+031629.8,329.809114,3.27496,0.49,QX
1.3569e+17,SDSS J003008.18+230452.9,7.534134,23.081367,0.52,Q
1.1844e+17,SDSS J010235.20+084209.8,15.646684,8.702754,0.66,Q
1.72492e+17,SDSS J154943.07+534432.1,237.429461,53.742273,0.42,QX
1.77532e+17,SDSS J134754.52+575636.6,206.977212,57.943517,0.57,A
1.26491e+17,SDSS J095516.39+152437.0,148.81829,15.410312,0.27,Q
1.16154e+17,SDSS J234838.84+064748.6,357.161862,6.796841,0.51,Q
1.60862e+17,SDSS J163207.62+440306.2,248.031738,44.051715,1.53,Q
1.0429e+17,SDSS J004006.22-030503.3,10.025945,-3.084245,0.82,Q
1.49582e+17,SDSS J120249.41+343917.6,180.705873,34.65489,0.93,Q
1.61742e+17,SDSS J100732.44+444708.5,151.885202,44.785702,0.72,Q
1.33633e+17,SDSS J223241.28+212136.3,338.172029,21.360104,0.27,Q
1.21052e+17,SDSS J132236.41+105239.4,200.651753,10.877598,1.7,Q
1.53441e+17,SDSS J081343.48+375228.0,123.431207,37.874464,2.83,Q
1.77462e+17,SDSS J123749.62+575319.5,189.456754,57.888759,1.69,Q
1.09024e+17,SDSS J232953.52+005106.6,352.473052,0.851835,0.5,Q
1.43621e+17,SDSS J085246.02+294107.6,133.191794,29.68544,2.12,Q
