source_id,phot_g_mean_mag,bp_rp,parallax,parallax_over_error,pm,b,l,ecl_lat,ecl_lon,ruwe,v
2631967439437024384,17.844664,1.30175,27.549346022634083,136.74533,1701.4539,-59.69909668647272,72.3833459605717,-1.6794032323397443,348.17566433359883,0.968314,292.74347483797646
4062741781680891520,18.685265,0.323709,2.264765136992431,8.234956,139.76663,-2.144451225437899,2.1596673489679414,-4.730645042834479,269.78592501608654,0.914112,292.5220921315271
5135685360118110336,19.347216,-0.16781,1.340507584848351,4.603665,82.66937,-76.12006484867662,191.93761114116506,-30.183720892404253,16.05745876516487,0.981607,292.3167540093135
3429296884940000000,16.876333,1.192516,27.768840537756535,348.3345,1712.0034,-1.6290430785615058,182.39443346336563,2.648582069225439,86.62334594705914,1.049059,292.23028560152784
1494729368689950464,19.392208,-0.028048,2.7036932713205677,11.580742,166.50714,62.37937591103636,82.38707477539829,56.182048490351704,191.64669971204287,0.927093,291.9132348513269
6334496013302195200,20.140308,0.598869,6.035335993951314,9.491836,371.20288,41.86257276235828,354.70761644631745,11.594901829772548,228.14194927215436,1.016004,291.53333916070807
2508720531084154624,18.46554,0.174011,5.881769606339986,28.218718,361.4273,-61.52132055764866,150.4418584777759,-11.194674424242173,23.197910263878494,0.947801,291.26700813720873
1671349350297566976,15.944993,-0.471636,0.6245930893002727,16.45578,38.361897,50.31920824805079,113.43913711592874,65.81967302940089,152.81724628972412,0.979512,291.1261629300122
777395029106166272,18.742693,1.642754,28.685274569767024,102.50787,1757.8115,63.563594685670346,173.70293355125287,32.00272414883398,149.21376893943568,1.060747,290.4635477979816
6795420603450748288,19.761433,-0.051498,2.2684879830117826,4.534374,138.98581,-37.511848915591784,15.546428447324924,-11.135604834692604,307.07104197598346,1.014412,290.41050300447324
2100078891366847104,18.855007,-0.285587,1.4608876672710138,9.579303,89.03393,14.291860544748586,70.01794283428657,61.17229531387332,296.8298506050155,0.978037,288.8797186694075
3506524103476001408,20.060541,1.335598,9.330600904082472,13.851253,567.62775,42.241664090504855,312.10889299452106,-10.793198244317477,206.13036625141063,0.951596,288.3582254195026
4913338304821311744,20.265701,0.120115,2.227651789652824,5.466444,135.39279,-62.69035988524385,282.31618821619105,-56.896767666566966,355.04244765381935,1.005098,288.0889355628421
5920203987621998976,20.05627,0.476955,3.0045868810334055,5.013229,181.63312,-14.961275067237116,337.2087352090055,-32.478301274121804,269.3349988844253,1.104985,286.54221424513736
2285798572939018240,17.338299,1.034116,6.051464307232863,54.554794,365.5524,18.09843995340455,117.57420445371798,67.43018478514107,63.55599386503804,1.024604,286.33042876580924
6129638855109748608,19.439648,0.266331,1.8342629249663491,6.955208,110.799164,12.71608381798991,295.937945725401,-43.482962727009856,206.7646932282606,0.980403,286.32102265745704
